Timestamp,Latitude,Longitude,Speed,Altitude,SoC,Wind_speed,Wind_direction,Weather
0.0,53.385172,-6.255808,-3.6,51.695053,63,7,WE,Dry
17.0,53.385145,-6.255954,-3.6,51.240562,63,7,WE,Dry
25.0,53.385246,-6.255955,0.0,50.406918,63,7,WE,Dry
55.0,53.385265,-6.256105,4.498097,50.266856,63,7,WE,Dry
61.0,53.385304,-6.256241,5.410508,50.68699,63,7,WE,Dry
67.0,53.385387,-6.256406,8.337635,50.419753,63,7,WE,Dry
70.0,53.385477,-6.256501,10.583256,49.870844,63,7,WE,Dry
76.0,53.385525,-6.256642,6.410285,49.382725,63,7,WE,Dry
79.0,53.385605,-6.256751,8.613674,49.403474,63,7,WE,Dry
83.0,53.385651,-6.25693,6.389102,49.862917,63,7,WE,Dry
86.0,53.385738,-6.257064,10.582971,50.167802,63,7,WE,Dry
89.0,53.385834,-6.257131,8.543931,50.545575,63,7,WE,Dry
93.0,53.385949,-6.257223,8.905088,50.851936,63,7,WE,Dry
96.0,53.386022,-6.257381,14.6928,51.322531,63,7,WE,Dry
98.0,53.386081,-6.257494,16.417909,50.903882,63,7,WE,Dry
100.0,53.386134,-6.257617,16.325333,50.721639,63,7,WE,Dry
102.0,53.386185,-6.257759,17.425885,50.933089,63,7,WE,Dry
104.0,53.386246,-6.257885,16.946103,51.112826,63,7,WE,Dry
107.0,53.386298,-6.258023,13.223724,50.657079,63,7,WE,Dry
111.0,53.386324,-6.25818,6.853996,50.137066,62,7,WE,Dry
116.0,53.386411,-6.258332,10.53614,48.651166,62,7,WE,Dry
119.0,53.38651,-6.258445,14.727942,49.135668,62,7,WE,Dry
121.0,53.38662,-6.258427,19.945649,48.315706,62,7,WE,Dry
123.0,53.38671,-6.258364,20.897802,49.075292,62,7,WE,Dry
128.0,53.386799,-6.258243,9.067666,48.563449,62,7,WE,Dry
131.0,53.386916,-6.258173,16.353556,47.954985,62,7,WE,Dry
133.0,53.386999,-6.258025,21.563588,48.114459,62,7,WE,Dry
135.0,53.387069,-6.257914,20.418516,48.43556,62,7,WE,Dry
138.0,53.387136,-6.257776,13.101666,48.950236,62,7,WE,Dry
140.0,53.387189,-6.257631,20.726787,47.884233,62,7,WE,Dry
146.0,53.387273,-6.257706,4.189885,47.566621,62,7,WE,Dry
151.0,53.387359,-6.257809,7.896574,48.553685,61,7,WE,Dry
154.0,53.387411,-6.257956,11.881277,48.672063,61,7,WE,Dry
158.0,53.387477,-6.258121,10.603738,48.597275,61,7,WE,Dry
163.0,53.387527,-6.258255,4.270345,48.170686,61,7,WE,Dry
169.0,53.387626,-6.258249,7.162827,48.979161,60,7,WE,Dry
172.0,53.387719,-6.258304,11.19315,49.769493,60,7,WE,Dry
176.0,53.38781,-6.258253,7.397428,48.75892,60,7,WE,Dry
178.0,53.387904,-6.25816,17.912024,48.736577,60,7,WE,Dry
180.0,53.387997,-6.258101,19.191611,49.221556,59,7,WE,Dry
182.0,53.388098,-6.258042,19.140918,49.380296,59,7,WE,Dry
184.0,53.388205,-6.25801,19.122413,49.36057,59,7,WE,Dry
186.0,53.388315,-6.257978,19.917669,49.635775,59,7,WE,Dry
188.0,53.388418,-6.257926,20.34551,49.528529,59,7,WE,Dry
190.0,53.388545,-6.257853,21.499628,49.27383,59,7,WE,Dry
192.0,53.388663,-6.257792,21.892369,49.63154,59,7,WE,Dry
194.0,53.388762,-6.257744,20.397962,49.837737,59,7,WE,Dry
196.0,53.388864,-6.2577,21.152011,49.654863,59,7,WE,Dry
