Timestamp,Latitude,Longitude,Speed,Altitude,SoC,Wind_direction,Wind_speed,Weather
0.0,53.384557,-6.258551,0.656124,49.721351,41,SSE,5.6,Wet
20.0,53.384495,-6.258679,6.562858,49.217328,41,SSE,5.6,Wet
23.0,53.384382,-6.258671,14.21006,49.016832,41,SSE,5.6,Wet
26.0,53.384258,-6.258704,16.526457,48.805917,41,SSE,5.6,Wet
28.0,53.384161,-6.258742,18.389513,49.010699,41,SSE,5.6,Wet
30.0,53.384062,-6.258749,19.384558,48.353572,41,SSE,5.6,Wet
32.0,53.383973,-6.258775,17.258543,48.675043,41,SSE,5.6,Wet
36.0,53.383851,-6.258804,11.614301,47.62518,41,SSE,5.6,Wet
39.0,53.383755,-6.258791,9.072482,47.132737,41,SSE,5.6,Wet
43.0,53.383666,-6.258827,6.072848,46.889327,41,SSE,5.6,Wet
46.0,53.383557,-6.258845,12.523184,46.392107,41,SSE,5.6,Wet
49.0,53.383447,-6.258785,15.637998,46.460291,41,SSE,5.6,Wet
51.0,53.383366,-6.258682,20.11038,47.147347,41,SSE,5.6,Wet
53.0,53.383282,-6.258557,20.074728,46.683572,41,SSE,5.6,Wet
56.0,53.38318,-6.258443,15.828062,46.867309,41,SSE,5.6,Wet
58.0,53.383101,-6.258347,18.202066,47.024315,41,SSE,5.6,Wet
60.0,53.383006,-6.258244,19.854174,46.540926,41,SSE,5.6,Wet
62.0,53.382932,-6.258109,18.856682,46.529594,41,SSE,5.6,Wet
65.0,53.382844,-6.257959,14.588027,46.451354,41,SSE,5.6,Wet
68.0,53.382878,-6.257792,15.490175,46.672983,41,SSE,5.6,Wet
71.0,53.382968,-6.257674,13.327433,46.825424,40,SSE,5.6,Wet
74.0,53.383023,-6.257509,13.224874,47.188756,40,SSE,5.6,Wet
77.0,53.383112,-6.25736,16.453225,46.939963,40,SSE,5.6,Wet
80.0,53.383188,-6.257206,14.010245,47.369027,40,SSE,5.6,Wet
83.0,53.383253,-6.257028,13.877115,48.069739,40,SSE,5.6,Wet
85.0,53.383297,-6.256893,16.1091,48.10395,40,SSE,5.6,Wet
88.0,53.38337,-6.256725,15.661877,47.959395,40,SSE,5.6,Wet
91.0,53.383437,-6.25655,15.718109,47.772587,40,SSE,5.6,Wet
94.0,53.3835,-6.25636,16.109302,47.577271,39,SSE,5.6,Wet
96.0,53.383541,-6.25622,17.140242,47.979543,39,SSE,5.6,Wet
99.0,53.383607,-6.256024,15.820454,48.51147,39,SSE,5.6,Wet
102.0,53.383653,-6.255835,15.329438,48.525334,39,SSE,5.6,Wet
105.0,53.38374,-6.25567,17.101084,48.382797,39,SSE,5.6,Wet
108.0,53.383775,-6.255468,15.934222,48.54144,39,SSE,5.6,Wet
111.0,53.383841,-6.255291,15.729491,48.438509,39,SSE,5.6,Wet
113.0,53.383878,-6.255153,16.183935,48.994513,39,SSE,5.6,Wet
116.0,53.383881,-6.25496,14.245445,48.723856,39,SSE,5.6,Wet
119.0,53.383826,-6.254787,14.8396,48.934337,38,SSE,5.6,Wet
122.0,53.38376,-6.254616,15.292254,48.611214,38,SSE,5.6,Wet
125.0,53.383701,-6.254455,13.968402,48.357689,38,SSE,5.6,Wet
128.0,53.383634,-6.254285,15.748451,47.424473,38,SSE,5.6,Wet
131.0,53.383568,-6.254104,16.021493,47.914081,38,SSE,5.6,Wet
134.0,53.383492,-6.253947,16.11169,47.535384,37,SSE,5.6,Wet
137.0,53.383443,-6.253772,14.905212,47.669644,37,SSE,5.6,Wet
140.0,53.38346,-6.253616,13.483707,49.819599,37,SSE,5.6,Wet
143.0,53.383569,-6.253484,17.699143,50.065078,37,SSE,5.6,Wet
146.0,53.383681,-6.253371,17.2845,48.855103,37,SSE,5.6,Wet
148.0,53.383773,-6.253317,18.506196,48.148607,37,SSE,5.6,Wet
150.0,53.383872,-6.253267,18.22975,48.110838,37,SSE,5.6,Wet
152.0,53.383973,-6.253247,18.532595,48.253703,37,SSE,5.6,Wet
154.0,53.384079,-6.253214,20.217961,48.304631,37,SSE,5.6,Wet
156.0,53.384196,-6.253174,23.168696,47.966817,37,SSE,5.6,Wet
158.0,53.384298,-6.253131,21.094118,48.240568,36,SSE,5.6,Wet
160.0,53.384394,-6.253121,19.621242,48.52575,36,SSE,5.6,Wet
162.0,53.384491,-6.253084,19.56841,48.822778,36,SSE,5.6,Wet
