Timestamp,Latitude,Longitude,Speed,Altitude,SoC,Accuracy,Wind_direction,Wind_speed,Weather
225.0,53.384085,-6.253246,22.660426,47.454818,84,4.838125,WE,4,Dry
227.0,53.384206,-6.25321,23.855364,48.312584,84,4.829183,WE,4,Dry
229.0,53.38432,-6.253167,22.985084,48.381235,84,4.853545,WE,4,Dry
231.0,53.384434,-6.253153,23.638089,47.901788,84,4.943558,WE,4,Dry
233.0,53.384542,-6.253135,22.896332,47.676389,83,5.069038,WE,4,Dry
235.0,53.384642,-6.253091,20.63196,48.086563,83,5.126985,WE,4,Dry
238.0,53.384751,-6.253044,16.171441,49.024722,83,6.75105,WE,4,Dry
241.0,53.384835,-6.253159,13.040971,49.11036,83,8.018924,WE,4,Dry
243.0,53.384863,-6.253344,16.161926,48.934658,83,7.427311,WE,4,Dry
245.0,53.384918,-6.253464,15.676528,49.820992,83,7.478073,WE,4,Dry
248.0,53.38499,-6.253622,12.092945,50.253189,83,7.080896,WE,4,Dry
255.0,53.385061,-6.253798,4.83867,50.587768,83,7.57841,WE,4,Dry
270.0,53.385,-6.253633,2.731315,49.780126,82,6.958634,WE,4,Dry
273.0,53.384945,-6.253487,2.908637,49.566382,82,6.560654,WE,4,Dry
276.0,53.384893,-6.253317,3.21743,49.370063,82,6.460295,WE,4,Dry
279.0,53.384829,-6.253188,3.274394,49.062527,82,6.408227,WE,4,Dry
283.0,53.384752,-6.253088,4.418619,48.741247,83,7.005054,WE,4,Dry
287.0,53.384579,-6.253221,15.826987,48.221426,83,8.992365,WE,4,Dry
290.0,53.384501,-6.253358,16.053284,48.287829,82,9.041814,WE,4,Dry
293.0,53.38442,-6.253431,15.109613,48.1299,82,9.733435,WE,4,Dry
297.0,53.384311,-6.253384,14.150882,48.114594,82,10.273559,WE,4,Dry
300.0,53.384207,-6.253354,13.838794,48.1415,82,10.336422,WE,4,Dry
303.0,53.384106,-6.253323,14.170655,48.338248,82,10.007455,WE,4,Dry
306.0,53.384007,-6.253283,14.254881,48.822433,82,9.166459,WE,4,Dry
310.0,53.383909,-6.253298,11.090925,48.985156,82,8.28638,WE,4,Dry
314.0,53.383788,-6.253313,11.758952,49.156956,82,7.686952,WE,4,Dry
318.0,53.383701,-6.253386,8.127337,49.117509,82,7.110307,WE,4,Dry
322.0,53.383616,-6.253492,8.299266,49.022359,82,6.797569,WE,4,Dry
326.0,53.383525,-6.253608,14.36151,49.260497,82,6.633005,WE,4,Dry
329.0,53.383469,-6.253782,18.568022,49.108258,82,6.686819,WE,4,Dry
331.0,53.383477,-6.253948,20.762899,48.799164,82,6.454749,WE,4,Dry
333.0,53.38355,-6.254124,21.710458,48.392847,82,6.152501,WE,4,Dry
335.0,53.383622,-6.254235,18.717225,48.3586,82,5.903698,WE,4,Dry
338.0,53.383663,-6.254425,14.399059,48.242045,82,5.987594,WE,4,Dry
341.0,53.383712,-6.254557,11.884168,48.164307,82,5.886655,WE,4,Dry
344.0,53.383765,-6.254701,13.441998,48.03487,81,6.096664,WE,4,Dry
346.0,53.383813,-6.25483,12.501153,47.988435,81,6.084241,WE,4,Dry
351.0,53.383859,-6.254977,10.175641,48.113356,81,10.422197,WE,4,Dry
357.0,53.383816,-6.25518,14.917275,48.709939,81,6.977745,WE,4,Dry
360.0,53.383757,-6.255358,13.491732,48.547145,81,7.598086,WE,4,Dry
362.0,53.383699,-6.255487,12.429123,48.464639,81,5.286356,WE,4,Dry
365.0,53.383639,-6.255635,14.634763,48.419806,81,5.402132,WE,4,Dry
367.0,53.383582,-6.255784,16.192343,48.373452,81,5.485137,WE,4,Dry
369.0,53.38353,-6.255927,15.528613,48.343594,81,5.532187,WE,4,Dry
372.0,53.383467,-6.256088,13.550549,48.138758,81,5.726541,WE,4,Dry
375.0,53.383419,-6.256241,13.499437,48.110062,81,6.030534,WE,4,Dry
378.0,53.383376,-6.256409,14.675334,48.014074,81,6.407871,WE,4,Dry
381.0,53.383309,-6.25658,15.188554,47.613597,81,6.643829,WE,4,Dry
384.0,53.383239,-6.256749,15.863872,47.030973,81,6.940488,WE,4,Dry
387.0,53.383186,-6.256925,15.7718,46.584898,81,6.866448,WE,4,Dry
389.0,53.383151,-6.257117,14.945268,46.313628,81,6.788374,WE,4,Dry
392.0,53.383092,-6.257254,14.772467,45.856275,81,7.091521,WE,4,Dry
395.0,53.382996,-6.257353,14.004569,45.921964,81,7.477056,WE,4,Dry
398.0,53.382932,-6.257488,14.688382,45.978669,81,8.096919,WE,4,Dry
399.0,53.382986,-6.257631,15.179121,46.016217,81,8.28067,WE,4,Dry
402.0,53.382956,-6.257805,14.403849,46.118016,81,8.889501,WE,4,Dry
406.0,53.382883,-6.25793,11.034812,46.236705,80,10.723261,WE,4,Dry
407.0,53.382772,-6.257891,12.050903,46.396247,80,11.140165,WE,4,Dry
410.0,53.382776,-6.258056,10.529552,46.937788,80,12.143576,WE,4,Dry
413.0,53.382934,-6.258255,13.666727,47.03563,80,10.643393,WE,4,Dry
416.0,53.383015,-6.258355,11.384279,46.759609,80,11.485229,WE,4,Dry
420.0,53.383084,-6.258483,9.575032,46.630533,80,12.411698,WE,4,Dry
426.0,53.383174,-6.258596,8.995419,46.681573,80,11.568235,WE,4,Dry
428.0,53.383252,-6.25869,11.835541,46.653971,80,11.413766,WE,4,Dry
430.0,53.383336,-6.258775,13.77743,46.794119,80,10.756827,WE,4,Dry
433.0,53.3834,-6.258901,13.499905,46.942794,80,10.832229,WE,4,Dry
437.0,53.383495,-6.258907,8.191258,47.141645,80,9.976868,WE,4,Dry
440.0,53.383629,-6.258895,9.758573,47.487753,80,8.366703,WE,4,Dry
447.0,53.383721,-6.258872,8.198057,48.188397,80,6.52243,WE,4,Dry
453.0,53.383831,-6.258854,7.827664,48.233225,80,6.851859,WE,4,Dry
456.0,53.383931,-6.258828,12.01021,48.353574,80,7.1366,WE,4,Dry
459.0,53.384041,-6.258798,15.47711,48.633442,79,8.233554,WE,4,Dry
461.0,53.384136,-6.258773,16.395266,48.960848,79,8.68506,WE,4,Dry
464.0,53.38427,-6.258771,15.545897,49.221027,79,7.538244,WE,4,Dry
468.0,53.38438,-6.258728,11.544464,49.331175,79,7.734366,WE,4,Dry
480.0,53.384276,-6.2588,3.103102,49.513439,79,12.640072,WE,4,Dry
485.0,53.384158,-6.25881,3.186957,48.812727,79,14.022792,WE,4,Dry
489.0,53.384049,-6.258833,2.268638,48.397355,79,16.073235,WE,4,Dry
492.0,53.383954,-6.258854,1.955264,47.792008,79,17.371201,WE,4,Dry
496.0,53.383814,-6.258892,2.118167,47.386351,79,14.173942,WE,4,Dry
500.0,53.383702,-6.258875,2.505466,47.334631,79,14.222287,WE,4,Dry
503.0,53.3836,-6.258914,3.677543,47.258279,79,11.554019,WE,4,Dry
506.0,53.383498,-6.258914,4.301607,47.063782,79,11.443003,WE,4,Dry
509.0,53.383408,-6.258881,4.818812,46.711653,79,12.002547,WE,4,Dry
511.0,53.383324,-6.258753,4.398591,46.612129,79,10.21939,WE,4,Dry
516.0,53.383237,-6.258642,3.070308,46.259313,79,10.506418,WE,4,Dry
520.0,53.383159,-6.258546,2.863951,45.90405,79,9.462574,WE,4,Dry
525.0,53.383081,-6.258448,3.64043,45.71551,79,9.465578,WE,4,Dry
529.0,53.383013,-6.258342,11.632272,45.598347,78,10.280532,WE,4,Dry
531.0,53.383061,-6.258127,17.834944,46.129906,78,10.382722,WE,4,Dry
534.0,53.383147,-6.258031,16.683997,46.37755,78,10.344298,WE,4,Dry
539.0,53.383168,-6.257868,11.005239,47.079398,78,9.91351,WE,4,Dry
542.0,53.383225,-6.257707,13.217974,47.543237,78,10.109589,WE,4,Dry
545.0,53.383283,-6.257557,12.977133,47.673242,78,10.67618,WE,4,Dry
547.0,53.383308,-6.257389,13.709695,47.604199,78,10.329045,WE,4,Dry
550.0,53.38336,-6.257208,14.267504,47.390367,78,10.314736,WE,4,Dry
552.0,53.383387,-6.257057,16.489142,47.333715,78,9.967775,WE,4,Dry
554.0,53.383418,-6.256882,18.743016,47.099014,78,9.707641,WE,4,Dry
556.0,53.383451,-6.25673,18.208629,47.081737,78,9.695258,WE,4,Dry
558.0,53.383482,-6.256586,17.424316,47.15901,78,9.358343,WE,4,Dry
560.0,53.383509,-6.256435,17.572355,47.239906,78,9.025357,WE,4,Dry
563.0,53.383517,-6.25619,19.718497,47.558323,78,9.076198,WE,4,Dry
565.0,53.383564,-6.256022,20.192926,47.473358,78,5.553649,WE,4,Dry
568.0,53.383624,-6.255859,15.808368,47.358381,78,5.577274,WE,4,Dry
571.0,53.383666,-6.255711,13.184035,47.205055,78,6.076894,WE,4,Dry
575.0,53.383725,-6.255543,11.203689,47.380067,78,6.5416,WE,4,Dry
578.0,53.38379,-6.255351,16.018851,47.866472,78,7.054089,WE,4,Dry
581.0,53.383854,-6.25517,15.288084,48.232656,77,7.469678,WE,4,Dry
584.0,53.383896,-6.255024,11.575765,48.762976,77,7.544088,WE,4,Dry
587.0,53.383836,-6.254825,15.669415,49.348135,77,6.86226,WE,4,Dry
589.0,53.383787,-6.254691,19.186061,49.713557,77,6.865823,WE,4,Dry
591.0,53.383743,-6.254552,17.046706,49.755593,77,6.718469,WE,4,Dry
594.0,53.383704,-6.25439,13.237134,49.87172,77,6.212054,WE,4,Dry
597.0,53.383659,-6.254252,11.298428,49.895644,77,5.81626,WE,4,Dry
600.0,53.383591,-6.25407,16.156579,49.5842,77,5.594849,WE,4,Dry
603.0,53.383528,-6.253933,16.966255,49.398875,77,5.451302,WE,4,Dry
606.0,53.383488,-6.253746,13.560216,49.013042,77,5.376218,WE,4,Dry
609.0,53.383497,-6.253579,13.568117,48.706093,77,5.358284,WE,4,Dry
612.0,53.383581,-6.253428,13.927538,48.473326,77,5.670839,WE,4,Dry
615.0,53.383702,-6.253355,14.971776,48.060361,77,5.894785,WE,4,Dry
618.0,53.383803,-6.253274,14.23818,47.797693,77,5.927099,WE,4,Dry
621.0,53.383899,-6.253238,12.609785,47.739727,77,5.627921,WE,4,Dry
624.0,53.383997,-6.253206,13.017984,47.738482,77,5.375928,WE,4,Dry
626.0,53.384123,-6.253209,17.19393,47.69452,77,5.171424,WE,4,Dry
628.0,53.384217,-6.253181,18.154272,47.914979,77,5.218671,WE,4,Dry
630.0,53.38432,-6.253154,20.393062,48.288235,76,5.365689,WE,4,Dry
632.0,53.384426,-6.25312,21.763672,48.743173,76,5.966125,WE,4,Dry
634.0,53.384544,-6.253085,22.868619,48.553597,76,7.148289,WE,4,Dry
636.0,53.384657,-6.253094,20.73308,49.069767,76,7.276684,WE,4,Dry
639.0,53.384776,-6.253116,14.390336,49.544349,76,8.017472,WE,4,Dry
641.0,53.38485,-6.25325,16.455144,49.89296,76,7.278745,WE,4,Dry
644.0,53.38489,-6.253423,16.50463,50.332434,76,7.571224,WE,4,Dry
647.0,53.384953,-6.253602,16.106179,51.024616,76,7.753113,WE,4,Dry
650.0,53.385046,-6.253712,12.92729,51.12966,76,7.965864,WE,4,Dry
654.0,53.385145,-6.253623,9.477253,51.393469,76,7.357543,WE,4,Dry
