Timestamp,Latitude,Longitude,Speed,Altitude,SoC,Wind_direction,Wind_speed,Weather
0.0,53.391526,-6.263607,-3.6,56.890411,98,W,8.6,Dry
2.0,53.391531,-6.263644,-3.6,56.890411,98,W,8.6,Dry
3.0,53.391665,-6.263362,0.9504,57.021996,98,W,8.6,Dry
6.0,53.391585,-6.263309,2.750228,57.201241,98,W,8.6,Dry
16.0,53.391534,-6.263274,0.0,56.897363,98,W,8.6,Dry
32.0,53.39156,-6.26342,7.372354,56.914614,98,W,8.6,Dry
37.0,53.391501,-6.263598,11.060672,55.535264,98,W,8.6,Dry
39.0,53.391364,-6.26361,17.398656,55.948862,98,W,8.6,Dry
41.0,53.391249,-6.263637,20.120204,55.627978,98,W,8.6,Dry
43.0,53.391118,-6.263652,22.832354,55.379034,98,W,8.6,Dry
45.0,53.390999,-6.263722,22.678151,55.66747,98,W,8.6,Dry
47.0,53.390898,-6.263795,19.658217,55.306812,98,W,8.6,Dry
50.0,53.390788,-6.263888,17.06107,54.590017,97,W,8.6,Dry
52.0,53.390694,-6.263933,17.796432,54.798715,97,W,8.6,Dry
54.0,53.390576,-6.263971,22.655072,54.491555,97,W,8.6,Dry
56.0,53.390457,-6.264027,24.007577,53.234429,97,W,8.6,Dry
58.0,53.390341,-6.26408,23.269877,52.726217,97,W,8.6,Dry
60.0,53.390223,-6.264118,23.809054,53.069153,97,W,8.6,Dry
62.0,53.390108,-6.264178,24.024871,51.093005,97,W,8.6,Dry
64.0,53.390001,-6.264234,23.135504,51.956385,97,W,8.6,Dry
66.0,53.389896,-6.264285,21.436113,51.486115,97,W,8.6,Dry
68.0,53.389786,-6.26432,21.549217,51.575837,97,W,8.6,Dry
70.0,53.389694,-6.264358,19.941666,51.191736,97,W,8.6,Dry
72.0,53.389605,-6.264407,20.33534,51.702746,97,W,8.6,Dry
74.0,53.389497,-6.264435,21.919962,52.106107,97,W,8.6,Dry
76.0,53.389373,-6.264473,22.729221,52.234739,97,W,8.6,Dry
78.0,53.389281,-6.264469,18.581606,52.858655,97,W,8.6,Dry
80.0,53.389191,-6.264383,20.923101,52.279279,97,W,8.6,Dry
82.0,53.389118,-6.264218,23.066609,52.301047,97,W,8.6,Dry
84.0,53.389079,-6.264015,24.163476,52.375395,97,W,8.6,Dry
86.0,53.389025,-6.26384,23.409478,52.369249,97,W,8.6,Dry
88.0,53.388985,-6.263643,24.793719,52.461736,97,W,8.6,Dry
90.0,53.388952,-6.26347,22.417676,52.491626,97,W,8.6,Dry
92.0,53.388911,-6.263279,23.368708,52.331597,97,W,8.6,Dry
94.0,53.388879,-6.263083,24.96772,51.929732,97,W,8.6,Dry
96.0,53.388837,-6.262908,23.077594,52.756217,97,W,8.6,Dry
98.0,53.388793,-6.262721,23.618102,52.306305,97,W,8.6,Dry
100.0,53.388761,-6.262536,23.615651,52.45653,97,W,8.6,Dry
