Timestamp,Latitude,Longitude,Speed,Altitude,SoC,Wind_speed,Wind_direction,Weather
0.0,53.386169,-6.256644,0.0,52.064305,69,4.6,SE,Wet
21.0,53.386157,-6.256488,7.147435,52.821872,69,4.6,SE,Wet
25.0,53.386134,-6.256309,10.918319,51.939272,69,4.6,SE,Wet
28.0,53.3861,-6.256151,13.615737,51.810488,69,4.6,SE,Wet
31.0,53.386043,-6.25598,15.468234,51.985279,69,4.6,SE,Wet
34.0,53.385992,-6.255826,13.187407,52.288343,69,4.6,SE,Wet
37.0,53.385938,-6.255667,13.263612,52.042114,69,4.6,SE,Wet
40.0,53.38588,-6.255525,14.177942,52.376479,69,4.6,SE,Wet
42.0,53.385804,-6.255361,15.649123,51.739208,69,4.6,SE,Wet
44.0,53.385738,-6.255247,18.204444,52.508068,69,4.6,SE,Wet
47.0,53.385668,-6.255069,15.659453,51.973252,69,4.6,SE,Wet
50.0,53.385585,-6.25493,14.283275,51.478523,69,4.6,SE,Wet
53.0,53.385484,-6.2548,13.884907,50.877725,69,4.6,SE,Wet
56.0,53.385365,-6.254736,14.432312,50.669956,69,4.6,SE,Wet
59.0,53.385273,-6.254621,13.222944,50.965179,69,4.6,SE,Wet
61.0,53.385223,-6.254495,15.543144,52.094237,69,4.6,SE,Wet
64.0,53.385148,-6.254333,16.344546,51.494022,69,4.6,SE,Wet
66.0,53.385083,-6.254225,16.319811,51.188583,69,4.6,SE,Wet
69.0,53.384989,-6.254112,13.486096,49.628701,69,4.6,SE,Wet
71.0,53.384931,-6.253977,15.678516,49.967716,69,4.6,SE,Wet
76.0,53.385009,-6.253819,12.760754,51.061775,69,4.6,SE,Wet
79.0,53.385095,-6.253742,12.69673,51.001924,69,4.6,SE,Wet
84.0,53.385204,-6.253755,9.397623,51.099869,69,4.6,SE,Wet
88.0,53.385249,-6.253898,11.236876,51.857368,68,4.6,SE,Wet
91.0,53.385296,-6.25404,12.444832,51.302774,68,4.6,SE,Wet
94.0,53.38534,-6.254194,13.947073,50.960884,68,4.6,SE,Wet
97.0,53.385393,-6.254343,13.604653,51.114384,68,4.6,SE,Wet
100.0,53.385452,-6.254508,18.804011,51.406491,68,4.6,SE,Wet
102.0,53.385442,-6.254689,18.765196,51.213041,68,4.6,SE,Wet
105.0,53.385418,-6.254849,15.437406,51.199305,68,4.6,SE,Wet
