Timestamp,Latitude,Longitude,Speed,Altitude,SoC,Wind_direction,Wind_speed,Weather
2023-11-06 14:38:01,53.38528,-6.256035,0.0,47.138515,83,W,7.69,Dry
2023-11-06 14:38:25,53.385289,-6.256196,6.48,46.915799,83,W,7.69,Dry
2023-11-06 14:38:29,53.38542,-6.256152,7.992,47.556302,83,W,7.69,Dry
2023-11-06 14:38:30,53.385445,-6.256406,11.449416,51.096631,83,W,7.69,Dry
2023-11-06 14:38:34,53.385547,-6.256565,11.664155,50.23664,83,W,7.69,Dry
2023-11-06 14:38:38,53.385652,-6.256659,10.763052,49.25269,83,W,7.69,Dry
2023-11-06 14:38:42,53.385733,-6.256755,13.927316,50.000073,83,W,7.69,Dry
2023-11-06 14:38:44,53.385753,-6.256992,17.858433,49.905499,83,W,7.69,Dry
2023-11-06 14:38:46,53.385762,-6.257159,16.546497,50.191481,83,W,7.69,Dry
2023-11-06 14:38:48,53.38581,-6.257323,19.271695,50.361065,83,W,7.69,Dry
2023-11-06 14:38:51,53.38587,-6.257477,13.932694,50.887027,83,W,7.69,Dry
2023-11-06 14:38:53,53.385927,-6.257655,15.233115,50.365508,83,W,7.69,Dry
2023-11-06 14:38:56,53.385989,-6.257831,16.678656,51.154733,83,W,7.69,Dry
2023-11-06 14:38:59,53.386047,-6.257989,13.786293,51.034962,83,W,7.69,Dry
2023-11-06 14:39:02,53.386103,-6.25815,12.913379,51.371497,83,W,7.69,Dry
2023-11-06 14:39:05,53.386152,-6.258299,14.486437,51.170575,83,W,7.69,Dry
2023-11-06 14:39:09,53.386088,-6.258468,7.692382,50.585569,83,W,7.69,Dry
2023-11-06 14:39:11,53.386003,-6.258636,19.903347,50.128627,83,W,7.69,Dry
2023-11-06 14:39:14,53.385917,-6.258759,16.536149,49.799855,83,W,7.69,Dry
2023-11-06 14:39:16,53.38583,-6.258847,21.460924,50.436344,83,W,7.69,Dry
2023-11-06 14:39:18,53.38575,-6.25897,21.54083,51.271222,83,W,7.69,Dry
2023-11-06 14:39:22,53.385672,-6.259136,17.190652,52.827081,83,W,7.69,Dry
2023-11-06 14:39:24,53.385646,-6.259294,20.540577,54.227268,83,W,7.69,Dry
2023-11-06 14:39:27,53.385597,-6.259455,14.330258,54.250307,83,W,7.69,Dry
2023-11-06 14:39:30,53.385592,-6.259641,14.887862,54.023482,83,W,7.69,Dry
2023-11-06 14:39:32,53.385619,-6.259798,18.20021,55.498272,83,W,7.69,Dry
2023-11-06 14:39:35,53.385683,-6.259964,14.693477,54.341256,83,W,7.69,Dry
2023-11-06 14:39:38,53.385806,-6.260024,15.331139,53.695966,83,W,7.69,Dry
2023-11-06 14:39:41,53.385904,-6.260066,14.835075,53.028144,83,W,7.69,Dry
2023-11-06 14:39:44,53.38598,-6.260177,15.079803,52.991713,83,W,7.69,Dry
2023-11-06 14:39:47,53.386007,-6.260355,14.738061,51.883415,83,W,7.69,Dry
2023-11-06 14:39:51,53.386044,-6.26053,12.046652,51.719772,82,W,7.69,Dry
2023-11-06 14:39:56,53.386074,-6.260708,14.722314,51.213595,82,W,7.69,Dry
2023-11-06 14:40:09,53.386064,-6.260526,12.874883,50.703706,82,W,7.69,Dry
