Timestamp,Latitude,Longitude,Speed,Altitude,SoC,Wind_direction,Wind_speed,Weather
2023-11-06 14:45:03,53.385212,-6.256037,0.0,51.859341,81,W,7.31,Dry
2023-11-06 14:45:15,53.385282,-6.255934,10.008,51.447476,81,W,7.31,Dry
2023-11-06 14:45:19,53.385359,-6.256055,13.5,49.462552,81,W,7.31,Dry
2023-11-06 14:45:24,53.385399,-6.256205,7.884,48.499051,81,W,7.31,Dry
2023-11-06 14:45:28,53.385471,-6.256573,18.300851,51.065525,81,W,7.31,Dry
2023-11-06 14:45:31,53.385536,-6.256689,12.755501,49.801492,81,W,7.31,Dry
2023-11-06 14:45:35,53.385596,-6.256836,9.483092,49.347239,81,W,7.31,Dry
2023-11-06 14:45:40,53.3857,-6.256927,13.262362,50.335207,81,W,7.31,Dry
2023-11-06 14:45:43,53.385718,-6.257114,11.133424,50.349247,81,W,7.31,Dry
2023-11-06 14:45:46,53.38577,-6.257241,12.251211,50.459689,81,W,7.31,Dry
2023-11-06 14:45:49,53.385814,-6.257381,10.386583,50.880502,81,W,7.31,Dry
2023-11-06 14:45:52,53.385867,-6.257534,13.482669,51.195917,81,W,7.31,Dry
2023-11-06 14:45:55,53.385945,-6.257698,14.375885,51.580646,80,W,7.31,Dry
2023-11-06 14:45:59,53.386007,-6.257846,11.713305,51.685558,80,W,7.31,Dry
2023-11-06 14:46:02,53.38605,-6.25798,12.003959,50.629864,80,W,7.31,Dry
2023-11-06 14:46:06,53.386094,-6.258168,13.996456,50.736147,80,W,7.31,Dry
2023-11-06 14:46:10,53.386148,-6.258313,11.097534,50.442421,80,W,7.31,Dry
2023-11-06 14:46:14,53.386119,-6.258528,12.810509,50.462086,80,W,7.31,Dry
2023-11-06 14:46:17,53.386022,-6.258579,10.736193,51.292388,80,W,7.31,Dry
2023-11-06 14:46:20,53.385942,-6.258718,14.619933,50.475543,80,W,7.31,Dry
2023-11-06 14:46:23,53.385872,-6.25883,13.862619,50.663768,80,W,7.31,Dry
2023-11-06 14:46:26,53.385792,-6.258913,11.737352,51.79158,80,W,7.31,Dry
2023-11-06 14:46:29,53.385713,-6.259002,12.595551,53.362356,80,W,7.31,Dry
2023-11-06 14:46:32,53.385666,-6.259142,13.022426,52.968359,80,W,7.31,Dry
2023-11-06 14:46:35,53.385569,-6.259118,10.363794,51.258433,80,W,7.31,Dry
2023-11-06 14:46:38,53.385471,-6.25917,12.296125,53.47721,80,W,7.31,Dry
2023-11-06 14:46:41,53.385372,-6.259211,12.168047,53.153895,80,W,7.31,Dry
2023-11-06 14:46:45,53.385254,-6.259295,13.026514,54.167998,80,W,7.31,Dry
