Timestamp,Latitude,Longitude,Speed,Altitude,SoC,Wind_speed,Wind_direction,Weather
2023-09-18 14:36:21,53.391588,-6.263239,0.0,56.789695,52,6,E,Dry
2023-09-18 14:37:25,53.391508,-6.26333,5.715954,57.174791,52,6,E,Dry
2023-09-18 14:37:30,53.391511,-6.263494,7.37314,55.640539,52,6,E,Dry
2023-09-18 14:37:35,53.391429,-6.26357,6.661508,55.66914,52,6,E,Dry
2023-09-18 14:37:39,53.391335,-6.263561,8.535629,55.336753,52,6,E,Dry
2023-09-18 14:37:45,53.391226,-6.263591,6.022556,55.61778,52,6,E,Dry
2023-09-18 14:37:48,53.391122,-6.263616,10.758851,55.185777,52,6,E,Dry
2023-09-18 14:37:52,53.391009,-6.263707,11.429197,55.372151,52,6,E,Dry
2023-09-18 14:37:55,53.390896,-6.263756,13.487892,55.109887,52,6,E,Dry
2023-09-18 14:37:58,53.390787,-6.2638,13.013796,54.973768,52,6,E,Dry
2023-09-18 14:38:01,53.390677,-6.263917,15.487604,55.196509,52,6,E,Dry
2023-09-18 14:38:03,53.390587,-6.263958,16.595712,54.74406,52,6,E,Dry
2023-09-18 14:38:05,53.390488,-6.263997,17.732996,52.692253,52,6,E,Dry
2023-09-18 14:38:07,53.390391,-6.26405,19.063117,53.065471,52,6,E,Dry
2023-09-18 14:38:09,53.390285,-6.26411,20.687377,55.452476,52,6,E,Dry
2023-09-18 14:38:11,53.390175,-6.264199,23.396068,53.89678,52,6,E,Dry
2023-09-18 14:38:13,53.390068,-6.264176,21.501828,52.962278,52,6,E,Dry
2023-09-18 14:38:15,53.389965,-6.264231,21.515271,52.76202,52,6,E,Dry
2023-09-18 14:38:17,53.389861,-6.264292,21.265392,54.460036,52,6,E,Dry
2023-09-18 14:38:19,53.38976,-6.264317,19.810701,52.328568,52,6,E,Dry
2023-09-18 14:38:22,53.389645,-6.264384,17.324769,53.4715,52,6,E,Dry
2023-09-18 14:38:24,53.389543,-6.264425,20.675039,49.986418,52,6,E,Dry
2023-09-18 14:38:27,53.389439,-6.264473,21.594821,54.5176,52,6,E,Dry
2023-09-18 14:38:29,53.389333,-6.264489,21.587133,54.877757,52,6,E,Dry
2023-09-18 14:38:31,53.389231,-6.264419,21.111958,53.726332,51,6,E,Dry
2023-09-18 14:38:33,53.389159,-6.264292,20.39314,53.128933,51,6,E,Dry
2023-09-18 14:38:35,53.389122,-6.264117,20.052838,52.013715,51,6,E,Dry
2023-09-18 14:38:37,53.38907,-6.26395,21.16878,51.763884,51,6,E,Dry
2023-09-18 14:38:39,53.389045,-6.263783,20.308935,51.969805,51,6,E,Dry
2023-09-18 14:38:41,53.389014,-6.263608,21.447061,52.241417,50,6,E,Dry
2023-09-18 14:38:43,53.388974,-6.263412,23.371777,52.532869,50,6,E,Dry
2023-09-18 14:38:45,53.388947,-6.263258,20.596851,52.265767,50,6,E,Dry
2023-09-18 14:38:47,53.388918,-6.263091,19.809827,52.185281,50,6,E,Dry
2023-09-18 14:38:49,53.388877,-6.262909,21.401548,53.207482,49,6,E,Dry
2023-09-18 14:38:51,53.38884,-6.262749,20.531845,53.110526,49,6,E,Dry
2023-09-18 14:38:53,53.388795,-6.262604,19.25045,52.985086,49,6,E,Dry
2023-09-18 14:38:55,53.388759,-6.262429,21.034937,52.881026,49,6,E,Dry
2023-09-18 14:38:57,53.388722,-6.262246,21.134073,52.0796,49,6,E,Dry
2023-09-18 14:38:59,53.388687,-6.262071,21.323208,51.851254,49,6,E,Dry
2023-09-18 14:39:01,53.388664,-6.261882,21.622029,51.789039,49,6,E,Dry
2023-09-18 14:39:03,53.388631,-6.261736,19.903147,51.631045,48,6,E,Dry
2023-09-18 14:39:05,53.388588,-6.261583,20.028342,51.633647,48,6,E,Dry
2023-09-18 14:39:07,53.388559,-6.261419,19.529355,51.510282,48,6,E,Dry
2023-09-18 14:39:09,53.388537,-6.261255,18.831134,51.279727,48,6,E,Dry
2023-09-18 14:39:11,53.388494,-6.261061,21.589891,51.430454,48,6,E,Dry
2023-09-18 14:39:13,53.388448,-6.260875,21.690859,50.824396,48,6,E,Dry
2023-09-18 14:39:15,53.388409,-6.260703,20.391597,50.764623,47,6,E,Dry
2023-09-18 14:39:18,53.388376,-6.260501,16.889834,51.102377,47,6,E,Dry
