Timestamp,Latitude,Longitude,Speed,Altitude,SoC,Wind_direction,Wind_speed,Weather
2023-10-31 12:42:39,53.385119,-6.255801,0.0,52.918556,100,S,4,Dry
2023-10-31 12:42:42,53.385106,-6.255769,0.0,52.66684,100,S,4,Dry
2023-10-31 12:42:44,53.385136,-6.255846,1.578036,55.008539,100,S,4,Dry
2023-10-31 12:42:49,53.385165,-6.255994,1.603928,50.324805,100,S,4,Dry
2023-10-31 12:43:22,53.385212,-6.256153,8.863198,50.619169,100,S,4,Dry
2023-10-31 12:43:26,53.385288,-6.256249,5.316702,50.502996,100,S,4,Dry
2023-10-31 12:43:30,53.385368,-6.256342,5.413936,50.219728,100,S,4,Dry
2023-10-31 12:43:38,53.38544,-6.256438,2.144261,50.013559,100,S,4,Dry
2023-10-31 12:43:45,53.385533,-6.256525,8.242461,49.44082,100,S,4,Dry
2023-10-31 12:43:49,53.385586,-6.256646,8.302191,49.453398,100,S,4,Dry
2023-10-31 12:43:55,53.385644,-6.256779,6.522951,49.178471,99,S,4,Dry
2023-10-31 12:43:58,53.385709,-6.256909,11.708962,49.358762,99,S,4,Dry
2023-10-31 12:44:00,53.38574,-6.257053,14.784844,49.681372,99,S,4,Dry
2023-10-31 12:44:02,53.385729,-6.257211,13.231766,50.156802,99,S,4,Dry
2023-10-31 12:44:04,53.385718,-6.257378,13.29628,50.711576,99,S,4,Dry
2023-10-31 12:44:07,53.385775,-6.257494,10.098112,50.844395,99,S,4,Dry
2023-10-31 12:44:09,53.385837,-6.257608,11.880461,51.010705,99,S,4,Dry
2023-10-31 12:44:12,53.385909,-6.257782,14.730844,51.018318,99,S,4,Dry
2023-10-31 12:44:15,53.385996,-6.25791,11.091678,51.50987,99,S,4,Dry
2023-10-31 12:44:19,53.386059,-6.25804,7.999482,51.402745,99,S,4,Dry
2023-10-31 12:44:24,53.386121,-6.258183,6.023893,51.138932,99,S,4,Dry
2023-10-31 12:44:29,53.386165,-6.25832,4.187232,51.053289,99,S,4,Dry
2023-10-31 12:44:35,53.38625,-6.258388,3.998779,50.693791,99,S,4,Dry
2023-10-31 12:44:39,53.386333,-6.258457,5.635561,50.151731,99,S,4,Dry
2023-10-31 12:44:45,53.386422,-6.258499,5.834495,49.871158,99,S,4,Dry
2023-10-31 12:44:52,53.38652,-6.258514,5.275963,49.685886,99,S,4,Dry
2023-10-31 12:44:56,53.386608,-6.258464,9.790661,49.696309,99,S,4,Dry
2023-10-31 12:45:01,53.386707,-6.258382,7.701019,49.197542,99,S,4,Dry
2023-10-31 12:45:06,53.386805,-6.258309,7.915099,49.212132,99,S,4,Dry
2023-10-31 12:45:11,53.386884,-6.258234,6.930403,49.2701,99,S,4,Dry
2023-10-31 12:45:16,53.386957,-6.258144,6.556252,49.21517,99,S,4,Dry
2023-10-31 12:45:21,53.38701,-6.258011,6.923378,49.002768,99,S,4,Dry
