timestamp,position_lat,position_long,altitude,distance,speed,Wind speed,Wind Direction,Weather,Precipitation,temperature
0.0,53.3866758,-6.2579858,52.8,0.0,0.0,33.5,SSE,Overcast,0,14.9
1.0,53.3866755,-6.2579851,53.0,0.0,0.0,33.5,SSE,Overcast,0,14.9
5.0,53.386647,-6.257932,52.6,2.22,0.0,33.5,SSE,Overcast,0,14.9
6.0,53.3866306,-6.2578955,53.0,6.41,3.218,33.5,SSE,Overcast,0,14.9
7.0,53.3866135,-6.2578585,53.0,8.5,6.487,33.5,SSE,Overcast,0,14.9
8.0,53.3865983,-6.2578141,53.0,8.5,9.756,33.5,SSE,Overcast,0,14.9
9.0,53.3865828,-6.2577633,53.0,14.78,10.177,33.5,SSE,Overcast,0,14.9
10.0,53.3865673,-6.2577133,53.2,18.97,10.562,33.5,SSE,Overcast,0,14.9
11.0,53.3865493,-6.2576678,53.4,23.16,11.149,33.5,SSE,Overcast,0,14.9
12.0,53.3865295,-6.2576285,53.4,25.25,11.459,33.5,SSE,Overcast,0,14.9
13.0,53.386511,-6.257584,53.4,29.44,11.876,33.5,SSE,Overcast,0,14.9
14.0,53.3864906,-6.2575366,53.4,33.63,12.132,33.5,SSE,Overcast,0,14.9
15.0,53.3864668,-6.2574878,53.2,37.82,12.463,33.5,SSE,Overcast,0,14.9
16.0,53.386428,-6.2574566,53.0,42.01,13.0,33.5,SSE,Overcast,0,14.9
17.0,53.3864008,-6.2574178,53.0,46.2,13.702,33.5,SSE,Overcast,0,14.9
18.0,53.3863793,-6.2573711,53.2,50.39,14.108,33.5,SSE,Overcast,0,14.9
19.0,53.3863613,-6.257328,53.2,52.48,14.137,33.5,SSE,Overcast,0,14.9
20.0,53.3863453,-6.2572881,53.4,56.67,13.763,33.5,SSE,Overcast,0,14.9
21.0,53.3863296,-6.2572591,53.4,58.76,13.446,33.5,SSE,Overcast,0,14.9
22.0,53.3863106,-6.2572273,53.6,60.85,13.205,33.5,SSE,Overcast,0,14.9
23.0,53.3862905,-6.2571835,53.4,65.04,12.794,33.5,SSE,Overcast,0,14.9
24.0,53.38627,-6.2571346,53.4,69.23,12.29,33.5,SSE,Overcast,0,14.9
25.0,53.3862466,-6.2570843,53.2,73.42,11.783,33.5,SSE,Overcast,0,14.9
26.0,53.3862256,-6.2570326,53.0,77.61,11.783,33.5,SSE,Overcast,0,14.9
27.0,53.3862071,-6.256979,53.0,79.7,12.29,33.5,SSE,Overcast,0,14.9
28.0,53.3861893,-6.2569261,52.8,83.89,13.043,33.5,SSE,Overcast,0,14.9
29.0,53.3861696,-6.2568741,52.6,88.08,13.77,33.5,SSE,Overcast,0,14.9
30.0,53.3861518,-6.256822,52.6,92.27,14.08,33.5,SSE,Overcast,0,14.9
31.0,53.3861336,-6.2567713,52.6,96.46,14.123,33.5,SSE,Overcast,0,14.9
32.0,53.3861141,-6.2567208,52.8,100.65,14.062,33.5,SSE,Overcast,0,14.9
33.0,53.3860945,-6.2566685,52.8,100.65,14.062,33.5,SSE,Overcast,0,14.9
34.0,53.3860765,-6.2566175,52.8,109.03,14.018,33.5,SSE,Overcast,0,14.9
35.0,53.386059,-6.2565686,53.0,111.12,13.921,33.5,SSE,Overcast,0,14.9
36.0,53.3860413,-6.2565218,53.0,115.31,13.655,33.5,SSE,Overcast,0,14.9
37.0,53.3860235,-6.256472,53.2,119.5,13.316,33.5,SSE,Overcast,0,14.9
38.0,53.3860048,-6.2564183,53.2,123.69,13.061,33.5,SSE,Overcast,0,14.9
39.0,53.3859855,-6.2563635,53.4,127.88,13.205,33.5,SSE,Overcast,0,14.9
40.0,53.3859671,-6.2563066,53.6,132.07,13.687,33.5,SSE,Overcast,0,14.9
41.0,53.3859468,-6.256251,53.8,136.26,14.26,33.5,SSE,Overcast,0,14.9
42.0,53.385926,-6.2561985,54.0,140.45,14.688,33.5,SSE,Overcast,0,14.9
43.0,53.3859016,-6.2561471,54.0,144.64,14.893,33.5,SSE,Overcast,0,14.9
44.0,53.3858853,-6.2560906,54.0,148.83,14.962,33.5,SSE,Overcast,0,14.9
45.0,53.3858683,-6.2560356,53.8,148.83,14.962,33.5,SSE,Overcast,0,14.9
46.0,53.3858595,-6.255969,53.8,157.21,14.803,33.5,SSE,Overcast,0,14.9
47.0,53.3858526,-6.2559055,53.8,161.4,14.674,33.5,SSE,Overcast,0,14.9
48.0,53.385853,-6.25584,53.8,165.59,14.674,33.5,SSE,Overcast,0,14.9
49.0,53.3858641,-6.2557731,53.6,169.78,14.969,33.5,SSE,Overcast,0,14.9
50.0,53.385893,-6.2556985,53.4,173.97,15.383,33.5,SSE,Overcast,0,14.9
51.0,53.3859266,-6.2556338,53.2,178.16,15.761,33.5,SSE,Overcast,0,14.9
