timestamp,position_lat,position_long,altitude,heart_rate,cadence,distance,speed,Wind speed,Weather,Precipitation,temperature
0.0,53.3850353,-6.2556208,65.4,255,255,0.0,14.245,34,Light drizzle,1.2,16
1.0,53.385034,-6.2556241,65.4,255,255,0.0,14.245,34,Light drizzle,1.2,16
2.0,53.3850398,-6.2556378,65.6,255,255,2.09,13.392,34,Light drizzle,1.2,16
3.0,53.3850468,-6.2556523,65.6,255,255,2.09,12.546,34,Light drizzle,1.2,16
4.0,53.385054,-6.2556706,65.6,255,255,6.28,10.447,34,Light drizzle,1.2,16
5.0,53.385066,-6.2556976,65.6,255,255,8.37,9.014,34,Light drizzle,1.2,16
6.0,53.3850851,-6.2557373,65.6,255,255,8.37,7.582,34,Light drizzle,1.2,16
7.0,53.3851085,-6.2557883,65.4,255,255,18.85,7.589,34,Light drizzle,1.2,16
8.0,53.385148,-6.2558391,65.4,255,255,23.04,9.346,34,Light drizzle,1.2,16
9.0,53.3851801,-6.2559081,65.2,255,255,23.04,11.106,34,Light drizzle,1.2,16
10.0,53.3851948,-6.2559811,65.0,255,255,35.61,15.34,34,Light drizzle,1.2,16
11.0,53.3852163,-6.2560508,65.0,255,255,39.8,17.626,34,Light drizzle,1.2,16
12.0,53.385241,-6.2561206,65.0,255,255,46.08,19.645,34,Light drizzle,1.2,16
13.0,53.3852633,-6.256184,65.0,255,255,50.27,18.644,34,Light drizzle,1.2,16
14.0,53.385283,-6.2562361,65.0,255,255,52.36,17.957,34,Light drizzle,1.2,16
15.0,53.3853025,-6.2562771,65.2,255,255,56.55,17.255,34,Light drizzle,1.2,16
16.0,53.385313,-6.2563185,65.2,255,255,58.64,16.016,34,Light drizzle,1.2,16
17.0,53.3853245,-6.2563551,65.2,255,255,60.73,14.425,34,Light drizzle,1.2,16
18.0,53.3853408,-6.2563868,65.2,255,255,60.73,13.118,34,Light drizzle,1.2,16
19.0,53.38535,-6.2564228,65.2,255,255,67.01,11.808,34,Light drizzle,1.2,16
20.0,53.3853631,-6.2564666,65.2,255,255,71.2,10.94,34,Light drizzle,1.2,16
21.0,53.3853905,-6.2565088,65.2,255,255,75.39,10.192,34,Light drizzle,1.2,16
22.0,53.3854135,-6.2565581,65.0,255,255,75.39,10.343,34,Light drizzle,1.2,16
23.0,53.3854406,-6.2565985,65.0,255,255,83.77,11.635,34,Light drizzle,1.2,16
24.0,53.3854606,-6.2566295,65.0,255,255,85.86,12.953,34,Light drizzle,1.2,16
25.0,53.3854731,-6.2566521,65.2,255,255,85.86,14.267,34,Light drizzle,1.2,16
26.0,53.3854821,-6.256675,65.2,255,255,90.05,14.101,34,Light drizzle,1.2,16
27.0,53.3854965,-6.256706,65.2,255,255,92.14,13.262,34,Light drizzle,1.2,16
28.0,53.3855126,-6.2567501,65.2,255,255,96.33,12.236,34,Light drizzle,1.2,16
29.0,53.3855373,-6.2567931,65.0,255,255,100.52,11.477,34,Light drizzle,1.2,16
30.0,53.3855635,-6.2568306,65.0,255,255,100.52,11.257,34,Light drizzle,1.2,16
31.0,53.3855855,-6.2568568,65.0,255,255,108.9,11.869,34,Light drizzle,1.2,16
32.0,53.3856095,-6.2568685,65.0,255,255,113.09,12.78,34,Light drizzle,1.2,16
33.0,53.3856478,-6.2568581,64.8,255,255,113.09,13.694,34,Light drizzle,1.2,16
34.0,53.3856863,-6.2568366,64.8,255,255,121.47,14.63,34,Light drizzle,1.2,16
35.0,53.3857168,-6.2568003,64.8,255,255,125.66,15.239,34,Light drizzle,1.2,16
36.0,53.385738,-6.256746,64.8,255,255,129.85,15.602,34,Light drizzle,1.2,16
37.0,53.3857586,-6.2566941,65.0,255,255,129.85,15.3,34,Light drizzle,1.2,16
38.0,53.3857765,-6.2566558,65.0,255,255,138.23,14.929,34,Light drizzle,1.2,16
39.0,53.3857966,-6.2566201,65.2,255,255,142.42,14.555,34,Light drizzle,1.2,16
40.0,53.3858258,-6.2565811,65.2,255,255,146.61,14.08,34,Light drizzle,1.2,16
41.0,53.385867,-6.2565455,65.2,255,255,150.8,13.928,34,Light drizzle,1.2,16
42.0,53.3858993,-6.256527,65.4,255,255,150.8,14.033,34,Light drizzle,1.2,16
43.0,53.3859211,-6.2564971,65.4,255,255,154.99,14.321,34,Light drizzle,1.2,16
44.0,53.3859308,-6.2564723,65.4,255,255,159.18,14.177,34,Light drizzle,1.2,16
45.0,53.3859423,-6.2564458,65.4,255,255,159.18,14.033,34,Light drizzle,1.2,16
46.0,53.3859655,-6.2564443,65.4,255,255,163.37,12.661,34,Light drizzle,1.2,16
47.0,53.3859838,-6.2564416,65.4,255,255,163.37,11.527,34,Light drizzle,1.2,16
48.0,53.3859956,-6.2564433,65.4,255,255,165.46,9.821,34,Light drizzle,1.2,16
49.0,53.3860075,-6.2564511,65.4,255,255,165.46,9.256,34,Light drizzle,1.2,16
50.0,53.3860185,-6.2564608,65.4,255,255,167.55,8.078,34,Light drizzle,1.2,16
51.0,53.386029,-6.2564723,65.2,255,255,169.64,7.258,34,Light drizzle,1.2,16
52.0,53.386045,-6.2564936,65.0,255,255,173.83,6.404,34,Light drizzle,1.2,16
53.0,53.3860665,-6.2565311,64.8,255,255,178.02,6.224,34,Light drizzle,1.2,16
54.0,53.3860946,-6.2565781,64.6,255,255,184.3,6.962,34,Light drizzle,1.2,16
55.0,53.3861241,-6.2566363,64.6,255,255,190.58,10.411,34,Light drizzle,1.2,16
56.0,53.3861516,-6.2567113,64.6,255,255,194.77,14.846,34,Light drizzle,1.2,16
57.0,53.386183,-6.2567821,64.6,255,255,194.77,18.569,34,Light drizzle,1.2,16
58.0,53.3862065,-6.256857,64.6,255,255,205.25,19.706,34,Light drizzle,1.2,16
59.0,53.3862265,-6.2569335,64.6,255,255,211.53,19.721,34,Light drizzle,1.2,16
60.0,53.3862435,-6.25701,64.6,255,255,215.72,19.573,34,Light drizzle,1.2,16
61.0,53.3862658,-6.257077,64.6,255,255,215.72,19.346,34,Light drizzle,1.2,16
62.0,53.3862883,-6.2571401,64.6,255,255,226.2,18.796,34,Light drizzle,1.2,16
63.0,53.3863066,-6.2571991,64.8,255,255,230.39,18.047,34,Light drizzle,1.2,16
64.0,53.3863228,-6.2572526,64.8,255,255,234.58,16.931,34,Light drizzle,1.2,16
65.0,53.3863423,-6.2573076,64.8,255,255,234.58,16.214,34,Light drizzle,1.2,16
66.0,53.3863641,-6.2573653,64.6,255,255,242.96,15.775,34,Light drizzle,1.2,16
67.0,53.3863895,-6.2574183,64.6,255,255,249.24,15.815,34,Light drizzle,1.2,16
68.0,53.3864221,-6.2574598,64.4,255,255,253.43,15.872,34,Light drizzle,1.2,16
69.0,53.3864571,-6.2575058,64.2,255,255,253.43,16.002,34,Light drizzle,1.2,16
70.0,53.3864913,-6.2575625,63.8,255,255,263.91,16.51,34,Light drizzle,1.2,16
71.0,53.3865181,-6.2576205,63.8,255,255,266.0,17.089,34,Light drizzle,1.2,16
72.0,53.386538,-6.2576648,63.8,255,255,270.19,17.669,34,Light drizzle,1.2,16
73.0,53.3865565,-6.2577073,63.8,255,255,270.19,17.752,34,Light drizzle,1.2,16
74.0,53.386575,-6.25776,63.6,255,255,278.57,16.751,34,Light drizzle,1.2,16
75.0,53.386597,-6.2578221,63.0,255,255,282.76,15.61,34,Light drizzle,1.2,16
76.0,53.3866175,-6.2578901,62.8,255,255,289.04,14.9,34,Light drizzle,1.2,16
77.0,53.3866406,-6.2579478,62.8,255,255,289.04,15.188,34,Light drizzle,1.2,16
78.0,53.3866571,-6.2579975,62.6,255,255,293.23,15.872,34,Light drizzle,1.2,16
79.0,53.3866676,-6.2580431,62.6,255,255,297.42,16.063,34,Light drizzle,1.2,16
80.0,53.3866773,-6.2580803,62.6,255,255,299.51,15.692,34,Light drizzle,1.2,16
81.0,53.3866858,-6.258115,62.6,255,255,299.51,15.066,34,Light drizzle,1.2,16
82.0,53.386699,-6.2581568,62.4,255,255,307.89,13.288,34,Light drizzle,1.2,16
83.0,53.3867151,-6.2582125,62.0,255,255,312.08,12.085,34,Light drizzle,1.2,16
84.0,53.3867348,-6.2582743,62.0,255,255,312.08,10.879,34,Light drizzle,1.2,16
85.0,53.3867546,-6.2583325,62.2,255,255,320.46,12.056,34,Light drizzle,1.2,16
86.0,53.3867746,-6.2583843,62.4,255,255,324.65,13.594,34,Light drizzle,1.2,16
87.0,53.3867911,-6.2584351,62.6,255,255,328.84,14.864,34,Light drizzle,1.2,16
88.0,53.3868066,-6.2584913,62.8,255,255,333.03,14.893,34,Light drizzle,1.2,16
89.0,53.3868206,-6.2585588,62.8,255,255,339.31,14.825,34,Light drizzle,1.2,16
90.0,53.38683,-6.2586385,62.6,255,255,345.59,15.422,34,Light drizzle,1.2,16
91.0,53.3868365,-6.2587235,62.6,255,255,349.78,16.916,34,Light drizzle,1.2,16
92.0,53.386842,-6.2588075,62.4,255,255,349.78,18.137,34,Light drizzle,1.2,16
93.0,53.3868453,-6.258888,62.4,255,255,360.26,18.947,34,Light drizzle,1.2,16
94.0,53.3868425,-6.2589621,62.4,255,255,364.45,18.637,34,Light drizzle,1.2,16
95.0,53.3868355,-6.2590291,62.6,255,255,368.64,17.964,34,Light drizzle,1.2,16
96.0,53.3868301,-6.2590935,62.4,255,255,368.64,17.294,34,Light drizzle,1.2,16
97.0,53.3868318,-6.2591566,62.2,255,255,377.02,16.423,34,Light drizzle,1.2,16
98.0,53.3868358,-6.2592261,62.0,255,255,377.02,15.919,34,Light drizzle,1.2,16
99.0,53.3868408,-6.2593006,62.0,255,255,387.5,15.851,34,Light drizzle,1.2,16
100.0,53.3868458,-6.2593806,61.8,255,255,393.78,16.938,34,Light drizzle,1.2,16
101.0,53.3868513,-6.2594645,62.0,255,255,393.78,18.032,34,Light drizzle,1.2,16
102.0,53.3868596,-6.2595465,62.0,255,255,404.26,18.983,34,Light drizzle,1.2,16
103.0,53.386861,-6.2596026,62.4,255,255,406.35,19.181,34,Light drizzle,1.2,16
104.0,53.3868661,-6.2596398,62.8,255,255,408.44,19.368,34,Light drizzle,1.2,16
105.0,53.3868756,-6.2596595,63.2,255,255,408.44,19.253,34,Light drizzle,1.2,16
106.0,53.3868868,-6.2596595,63.6,255,255,412.63,17.143,34,Light drizzle,1.2,16
107.0,53.386895,-6.2596408,63.8,255,255,414.72,14.288,34,Light drizzle,1.2,16
108.0,53.3868961,-6.2596058,63.8,255,255,414.72,11.43,34,Light drizzle,1.2,16
109.0,53.3868923,-6.2595681,64.0,255,255,423.1,9.972,34,Light drizzle,1.2,16
110.0,53.3868856,-6.2595183,64.0,255,255,425.19,9.248,34,Light drizzle,1.2,16
111.0,53.3868775,-6.2594708,64.2,255,255,425.19,8.525,34,Light drizzle,1.2,16
112.0,53.3868681,-6.2594245,64.2,255,255,429.38,8.813,34,Light drizzle,1.2,16
113.0,53.3868591,-6.259369,64.4,255,255,437.76,9.738,34,Light drizzle,1.2,16
114.0,53.3868508,-6.2593068,64.4,255,255,441.95,11.279,34,Light drizzle,1.2,16
115.0,53.3868433,-6.2592436,64.4,255,255,446.14,12.985,34,Light drizzle,1.2,16
116.0,53.3868381,-6.2591806,64.4,255,255,450.33,14.53,34,Light drizzle,1.2,16
117.0,53.3868333,-6.2591148,64.2,255,255,450.33,15.473,34,Light drizzle,1.2,16
118.0,53.3868305,-6.2590465,64.2,255,255,460.81,15.941,34,Light drizzle,1.2,16
119.0,53.3868296,-6.2589793,64.2,255,255,465.0,15.98,34,Light drizzle,1.2,16
120.0,53.3868285,-6.2589103,64.2,255,255,465.0,16.024,34,Light drizzle,1.2,16
121.0,53.3868248,-6.2588425,64.2,255,255,469.19,16.092,34,Light drizzle,1.2,16
122.0,53.3868208,-6.2587758,64.0,255,255,477.57,16.056,34,Light drizzle,1.2,16
123.0,53.3868165,-6.258711,64.0,255,255,481.76,15.872,34,Light drizzle,1.2,16
124.0,53.3868135,-6.2586456,64.0,255,255,481.76,15.671,34,Light drizzle,1.2,16
125.0,53.3868105,-6.258583,64.0,255,255,490.14,15.361,34,Light drizzle,1.2,16
126.0,53.3868125,-6.2585268,64.0,255,255,494.33,15.052,34,Light drizzle,1.2,16
127.0,53.386812,-6.258471,64.0,255,255,494.33,14.742,34,Light drizzle,1.2,16
128.0,53.3868036,-6.2584131,64.0,255,255,502.71,14.296,34,Light drizzle,1.2,16
129.0,53.3867866,-6.2583583,63.8,255,255,506.9,14.155,34,Light drizzle,1.2,16
130.0,53.3867633,-6.2583011,63.8,255,255,511.09,14.411,34,Light drizzle,1.2,16
131.0,53.386737,-6.2582355,63.4,255,255,517.37,15.631,34,Light drizzle,1.2,16
132.0,53.3867148,-6.2581626,63.2,255,255,521.56,17.33,34,Light drizzle,1.2,16
133.0,53.3866986,-6.2580941,63.2,255,255,525.75,18.522,34,Light drizzle,1.2,16
134.0,53.3866793,-6.2580411,63.4,255,255,529.94,18.893,34,Light drizzle,1.2,16
135.0,53.3866546,-6.257996,63.4,255,255,529.94,18.619,34,Light drizzle,1.2,16
136.0,53.3866295,-6.2579425,63.6,255,255,540.42,17.586,34,Light drizzle,1.2,16
137.0,53.3866071,-6.2578755,63.8,255,255,546.7,17.248,34,Light drizzle,1.2,16
138.0,53.3865843,-6.2578035,63.8,255,255,550.89,17.482,34,Light drizzle,1.2,16
139.0,53.3865616,-6.2577345,63.8,255,255,555.08,18.522,34,Light drizzle,1.2,16
140.0,53.386537,-6.2576701,63.6,255,255,561.36,18.713,34,Light drizzle,1.2,16
141.0,53.3865105,-6.2576111,63.8,255,255,561.36,18.328,34,Light drizzle,1.2,16
142.0,53.3864861,-6.2575503,64.0,255,255,569.74,17.86,34,Light drizzle,1.2,16
143.0,53.386463,-6.2574843,64.2,255,255,576.02,17.77,34,Light drizzle,1.2,16
144.0,53.3864421,-6.2574223,64.4,255,255,576.02,17.676,34,Light drizzle,1.2,16
145.0,53.3864213,-6.2573656,64.4,255,255,580.21,17.611,34,Light drizzle,1.2,16
146.0,53.3864005,-6.2573135,64.6,255,255,586.49,16.902,34,Light drizzle,1.2,16
