timestamp,position_lat,position_long,altitude,distance,speed,Wind speed,Wind Direction,Weather,Precipitation,temperature
0.0,53.3853068,-6.256099,65.8,0.0,0.0,13.7,S,Patchy rain possible,0,11.1
1.0,53.3853076,-6.2561018,65.8,0.0,0.0,13.7,S,Patchy rain possible,0,11.1
5.0,53.3853545,-6.2562028,65.6,0.0,12.197,13.7,S,Patchy rain possible,0,11.1
6.0,53.3853788,-6.2562441,65.6,12.3,13.907,13.7,S,Patchy rain possible,0,11.1
7.0,53.3854026,-6.2562988,65.6,16.78,16.808,13.7,S,Patchy rain possible,0,11.1
8.0,53.3854293,-6.2563568,65.4,21.63,17.107,13.7,S,Patchy rain possible,0,11.1
9.0,53.385452,-6.25642,65.2,26.51,17.226,13.7,S,Patchy rain possible,0,11.1
10.0,53.3854638,-6.2564806,65.2,30.73,13.907,13.7,S,Patchy rain possible,0,11.1
11.0,53.3854851,-6.2565393,65.4,35.28,16.254,13.7,S,Patchy rain possible,0,11.1
12.0,53.3855158,-6.2565923,65.4,40.18,16.816,13.7,S,Patchy rain possible,0,11.1
13.0,53.3855431,-6.2566475,65.4,44.92,16.15,13.7,S,Patchy rain possible,0,11.1
14.0,53.385565,-6.2567083,65.6,49.62,16.549,13.7,S,Patchy rain possible,0,11.1
15.0,53.3855993,-6.2567573,65.6,54.63,16.895,13.7,S,Patchy rain possible,0,11.1
16.0,53.3856231,-6.2568046,65.6,58.72,15.757,13.7,S,Patchy rain possible,0,11.1
17.0,53.3856481,-6.256828,65.6,61.9,10.559,13.7,S,Patchy rain possible,0,11.1
18.0,53.3856771,-6.2568388,65.4,65.2,9.688,13.7,S,Patchy rain possible,0,11.1
19.0,53.3857053,-6.2568248,65.4,68.46,12.737,13.7,S,Patchy rain possible,0,11.1
20.0,53.3857356,-6.2567883,65.4,72.6,15.563,13.7,S,Patchy rain possible,0,11.1
21.0,53.3857646,-6.2567428,65.4,77.01,15.912,13.7,S,Patchy rain possible,0,11.1
22.0,53.3857791,-6.2567058,65.4,79.94,11.38,13.7,S,Patchy rain possible,0,11.1
23.0,53.3857946,-6.2566731,65.6,82.71,9.691,13.7,S,Patchy rain possible,0,11.1
24.0,53.3858201,-6.2566521,65.6,85.86,12.499,13.7,S,Patchy rain possible,0,11.1
25.0,53.3858428,-6.2566331,65.8,88.68,10.778,13.7,S,Patchy rain possible,0,11.1
26.0,53.3858686,-6.2566138,65.8,91.82,13.226,13.7,S,Patchy rain possible,0,11.1
27.0,53.3858963,-6.2565915,65.8,95.23,12.024,13.7,S,Patchy rain possible,0,11.1
28.0,53.3859213,-6.256554,65.8,98.95,11.61,13.7,S,Patchy rain possible,0,11.1
29.0,53.3859475,-6.256514,65.8,102.88,11.167,13.7,S,Patchy rain possible,0,11.1
30.0,53.385957,-6.256458,65.6,106.74,12.719,13.7,S,Patchy rain possible,0,11.1
31.0,53.3859398,-6.2564038,65.4,110.8,13.936,13.7,S,Patchy rain possible,0,11.1
32.0,53.3859083,-6.2563638,65.0,115.19,16.376,13.7,S,Patchy rain possible,0,11.1
33.0,53.3858791,-6.2563135,64.8,119.83,17.262,13.7,S,Patchy rain possible,0,11.1
34.0,53.3858535,-6.2562525,64.6,124.77,17.507,13.7,S,Patchy rain possible,0,11.1
35.0,53.385833,-6.256186,64.6,129.73,17.1,13.7,S,Patchy rain possible,0,11.1
36.0,53.3858121,-6.2561208,64.4,134.63,17.1,13.7,S,Patchy rain possible,0,11.1
37.0,53.3857958,-6.2560561,64.4,139.28,15.559,13.7,S,Patchy rain possible,0,11.1
38.0,53.385778,-6.255997,64.4,143.66,15.545,13.7,S,Patchy rain possible,0,11.1
39.0,53.3857595,-6.2559401,64.4,147.95,15.163,13.7,S,Patchy rain possible,0,11.1
40.0,53.3857476,-6.2558791,64.6,152.2,14.774,13.7,S,Patchy rain possible,0,11.1
41.0,53.3857356,-6.2558215,64.6,156.24,13.316,13.7,S,Patchy rain possible,0,11.1
42.0,53.385722,-6.2557685,64.8,160.06,13.306,13.7,S,Patchy rain possible,0,11.1
