timestamp,position_lat,position_long,altitude,distance,speed,Wind speed,Wind Direction,Weather,Precipitation,temperature
0.0,53.3854473,-6.2561698,73.2,0.0,0.0,6.1,S,Clear,0,9.4
1.0,53.3854533,-6.2561818,72.8,1.04,4.266,6.1,S,Clear,0,9.4
4.0,53.3855001,-6.2562981,72.4,1.04,15.235,6.1,S,Clear,0,9.4
5.0,53.385521,-6.2563565,72.2,14.83,17.464,6.1,S,Clear,0,9.4
6.0,53.3855431,-6.2564193,72.2,19.66,17.993,6.1,S,Clear,0,9.4
7.0,53.3855653,-6.2564803,72.0,24.39,17.23,6.1,S,Clear,0,9.4
8.0,53.3855838,-6.2565383,72.0,28.75,16.272,6.1,S,Clear,0,9.4
9.0,53.3855925,-6.2565911,72.0,32.37,13.36,6.1,S,Clear,0,9.4
10.0,53.38561,-6.2566446,72.0,36.41,14.861,6.1,S,Clear,0,9.4
11.0,53.3856336,-6.2566961,72.2,40.71,15.772,6.1,S,Clear,0,9.4
12.0,53.385659,-6.2567441,72.2,44.96,15.995,6.1,S,Clear,0,9.4
13.0,53.385678,-6.2567953,72.2,48.95,14.976,6.1,S,Clear,0,9.4
14.0,53.385693,-6.2568455,72.2,52.67,13.709,6.1,S,Clear,0,9.4
15.0,53.3857078,-6.256888,72.4,55.93,12.632,6.1,S,Clear,0,9.4
16.0,53.3857296,-6.2569195,72.4,59.12,12.114,6.1,S,Clear,0,9.4
17.0,53.3857583,-6.2569325,72.4,62.42,12.798,6.1,S,Clear,0,9.4
18.0,53.3857793,-6.2569396,72.4,64.8,9.27,6.1,S,Clear,0,9.4
19.0,53.3858045,-6.2569295,72.4,67.68,11.297,6.1,S,Clear,0,9.4
20.0,53.3858288,-6.2569066,72.4,70.77,11.689,6.1,S,Clear,0,9.4
21.0,53.3858418,-6.2568646,72.4,73.9,11.635,6.1,S,Clear,0,9.4
22.0,53.3858625,-6.2568215,72.4,77.57,13.925,6.1,S,Clear,0,9.4
23.0,53.3858771,-6.2567725,72.4,81.19,13.684,6.1,S,Clear,0,9.4
24.0,53.3858886,-6.2567305,72.4,84.25,11.52,6.1,S,Clear,0,9.4
25.0,53.3859055,-6.2567056,72.4,86.75,9.49,6.1,S,Clear,0,9.4
