timestamp,position_lat,position_long,altitude,distance,speed,cycle_length,Wind speed,Wind Direction,Weather,Precipitation,temperature
2023-07-07T07:52:03,53.3855875,-6.2565723,60.0,0.0,13.241,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:04,53.3856035,-6.256638,59.8,10.48,15.656,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:05,53.3856253,-6.2566911,59.8,14.67,16.697,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:06,53.385648,-6.2567418,60.0,18.86,17.626,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:07,53.3856688,-6.2567906,60.0,23.05,17.302,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:08,53.3856866,-6.256838,60.2,23.05,17.05,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:09,53.3857028,-6.2568688,60.2,31.43,16.574,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:10,53.385719,-6.2569075,60.4,35.62,16.024,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:11,53.3857331,-6.2569463,60.4,35.62,15.473,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:12,53.3857451,-6.2569746,60.4,41.9,14.742,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:13,53.3857613,-6.2569855,60.4,46.09,13.964,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:14,53.3857841,-6.256971,60.4,48.18,12.924,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:15,53.3858003,-6.256953,60.6,48.18,12.402,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:16,53.3858123,-6.2569365,60.6,54.46,11.858,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:17,53.3858206,-6.2569235,60.6,56.55,11.574,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:18,53.3858255,-6.2569036,60.6,58.64,10.915,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:19,53.3858338,-6.2568748,60.6,58.64,10.555,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:20,53.385839,-6.2568525,60.6,62.83,9.896,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:21,53.3858461,-6.2568308,60.6,64.92,9.454,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:22,53.3858468,-6.2568135,60.8,67.01,8.856,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:23,53.3858478,-6.2567886,60.8,67.01,8.546,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:24,53.3858683,-6.256752,60.8,73.29,8.518,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:25,53.3858856,-6.256723,60.8,75.38,8.647,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:26,53.3859133,-6.256691,60.8,79.57,8.842,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:27,53.3859416,-6.2566645,60.8,83.76,9.054,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:28,53.3859646,-6.2566461,60.8,87.95,9.806,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:29,53.3859661,-6.256625,60.6,90.04,10.631,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:30,53.385972,-6.2565905,60.6,92.13,11.376,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:31,53.3859651,-6.2565225,60.4,92.13,11.581,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:32,53.3859456,-6.256461,60.2,100.51,11.581,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:33,53.3859301,-6.2563685,60.0,106.79,11.664,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:34,53.3859121,-6.2562955,59.8,110.98,12.427,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:35,53.3858925,-6.2562343,59.8,110.98,13.248,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:36,53.3858675,-6.2561848,59.8,117.26,14.213,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:37,53.3858618,-6.2561206,59.8,121.45,14.213,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:38,53.3858425,-6.2560701,59.8,121.45,14.213,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:39,53.3858228,-6.2560158,59.6,129.83,13.626,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:40,53.3857996,-6.2559531,59.6,134.02,13.37,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:41,53.3857728,-6.2558906,59.4,138.21,13.399,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:42,53.3857535,-6.2558293,59.4,142.4,14.206,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:43,53.3857385,-6.2557683,59.4,146.59,15.188,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:44,53.3857171,-6.2557056,59.4,150.78,15.714,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:45,53.3856925,-6.2556383,59.4,157.06,15.912,17,27.4,S,Overcast,0,16.7
2023-07-07T07:52:46,53.3856638,-6.2555618,59.2,157.06,15.898,17,27.4,S,Overcast,0,16.7
