timestamp,position_lat,position_long,altitude,distance,speed,cycle_length,Wind speed,Wind Direction,Weather,Precipitation,temperature
2023-07-05T09:00:48,53.3849626,-6.253459,63.0,0.0,15.458,18,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:49,53.3849338,-6.253382,62.6,6.28,16.297,18,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:50,53.3849043,-6.2532953,62.2,6.28,16.841,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:51,53.3848751,-6.2532126,61.8,20.95,18.77,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:52,53.3848435,-6.2531441,61.4,25.14,20.423,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:53,53.384805,-6.2530963,61.2,31.42,21.586,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:54,53.3847593,-6.2530693,61.0,35.61,20.765,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:55,53.3847108,-6.2530646,60.8,35.61,19.865,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:56,53.3846641,-6.2530758,60.6,48.18,19.368,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:57,53.3846136,-6.2531006,60.6,52.37,19.339,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:58,53.3845585,-6.2531183,60.4,58.65,19.548,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:00:59,53.3845023,-6.2531298,60.4,64.93,20.264,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:00,53.384443,-6.253139,60.2,71.21,21.269,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:01,53.3843828,-6.253144,60.0,79.59,22.259,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:02,53.3843225,-6.253155,60.0,79.59,22.81,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:03,53.3842641,-6.2531663,60.0,92.16,23.231,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:04,53.3842061,-6.253174,60.0,92.16,23.418,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:05,53.3841498,-6.2531835,59.8,104.73,23.429,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:06,53.3840946,-6.2531921,60.0,111.01,23.155,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:07,53.3840393,-6.253196,60.0,117.29,22.658,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:08,53.3839826,-6.2532021,60.4,123.57,22.28,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:09,53.3839248,-6.2532143,60.6,129.85,22.158,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:10,53.3838666,-6.2532271,60.6,136.13,22.41,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:11,53.3838091,-6.2532463,60.6,142.41,22.81,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:12,53.3837536,-6.2532778,60.8,148.69,23.065,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:13,53.3837005,-6.2533223,61.0,154.97,23.148,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:14,53.3836481,-6.253372,61.2,163.35,23.26,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:15,53.3835975,-6.2534225,61.2,169.63,23.418,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:16,53.3835468,-6.25347,61.2,175.91,23.396,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:17,53.3835001,-6.2535245,61.2,175.91,23.252,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:18,53.3834645,-6.2535803,61.4,182.19,22.975,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:19,53.3834393,-6.2536346,61.6,190.57,22.612,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:20,53.3834256,-6.2536921,61.8,194.76,21.564,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:21,53.3834246,-6.2537515,61.8,194.76,20.56,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:22,53.3834365,-6.253811,61.8,203.14,18.385,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:23,53.3834575,-6.253873,61.8,209.42,16.909,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:24,53.3834841,-6.2539398,62.0,215.7,15.959,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:25,53.3835121,-6.2540143,61.8,219.89,17.165,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:26,53.3835418,-6.2540943,61.8,226.17,18.929,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:27,53.3835725,-6.2541785,61.6,234.55,20.682,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:28,53.3836046,-6.2542641,61.6,240.83,22.183,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:29,53.3836371,-6.2543493,61.6,247.11,23.224,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:30,53.3836666,-6.2544343,61.4,247.11,23.746,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:31,53.383695,-6.2545156,61.4,259.68,23.562,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:32,53.383728,-6.2545933,61.2,265.96,23.155,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:33,53.3837626,-6.2546726,61.2,265.96,22.748,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:34,53.3837968,-6.2547535,61.2,278.53,22.831,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:35,53.3838278,-6.2548381,61.2,286.91,23.058,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:36,53.3838455,-6.2549316,61.0,293.19,23.328,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:37,53.3838476,-6.2550288,61.2,299.47,23.328,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:38,53.3838368,-6.2551218,61.2,305.75,23.17,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:39,53.3838143,-6.25521,61.2,312.03,22.928,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:40,53.3837863,-6.2552961,61.2,318.31,22.784,19,17.6,WSW,Partly cloudy,0,14
2023-07-05T09:01:41,53.3837561,-6.2553821,61.0,324.59,22.892,19,17.6,WSW,Partly cloudy,0,14
